,episodes,commentid,content
1785,第一期上,6717875320303111476, 他们的交流好可爱啊
1786,第一期上,6717954840481433829,？
1787,第一期上,6717958787622434656,尔冬升导演年轻时候超帅的
1788,第一期上,6717899912643098029,  薇姐又漂亮了
1789,第一期上,6717964471253534378, ？？？
1790,第一期上,6717968942566147841, 尔冬升，是一代皇后大玉儿里的多尔衮～和潘迎紫演的
1791,第一期上,6717982397535809838, 推荐大家看尔冬升和王祖贤的天官赐福很好看
1792,第一期上,6717984279223575442,心目中唯一的三少爷
1793,第一期上,6717984272395248514,好奇搜了一下20岁的尔冬升，帅哭我
1794,第一期上,6717991572107104072,第一?
1795,第一期上,6717999481070564710,心目中TOP3：新不了情、门徒、旺角黑夜
1796,第一期上,6717999488717490045, 期待各位演员的精彩表现~
1797,第一期上,6718000321819823916,  小四那点小人阿？
1798,第一期上,6718009928822490174,我喜欢三少爷的剑
1799,第一期上,6718022455224945408, 赵薇赵薇赵薇
1800,第一期上,6718030645441000600,等一个李诚儒双剑合璧
1801,第一期上,6718031472659730859, 我是来看张大大的
1802,第一期上,6718033590882957297, 喜欢尔冬升的电影
1803,第一期上,6718036677627151315, 小彩旗
1804,第一期上,6717807000030819008,专门看尔冬升的，很喜欢他的片子
1805,第一期上,6718310355225266131, 好爱这个弹幕角色爆米花啊啊
1806,第一期上,6718306153958411150, 是真的挫
1807,第一期上,6718689591157039598,赵薇咖位也不小
1808,第一期上,6717959856382478201,好奇搜了一下20岁的尔冬升，帅哭我
1809,第一期上,6717960080617665978,看到没，标准的侠客美少年就长这样
1810,第一期上,6717761345980669853,  最早
1811,第一期上,6717765995383428051,  来了来了嘿嘿
1812,第一期上,6717768160473447510, 期待各位演员的精彩表现~
1813,第一期上,6717775678886055565, 薇姐又漂亮了
1814,第一期上,6717781728221971114,多认识演员，多一些选择
1815,第一期上,6717791026539935087, 小四真的好娇小可爱
1816,第一期上,6717791041954711207, 爆米花
1817,第一期上,6717795385847853102,爆米花 : 薇薇真可爱
1818,第一期上,6717796151951037102, 赵薇尔冬升
1819,第一期上,6717797694028885235,等一个李诚儒双剑合璧
1820,第一期上,6717811668991275802,去搜20岁的尔冬升，你会回来谢我
1821,第一期上,6717811617423363997, 哈哈哈哈
1822,第一期上,6717958686296438553,小四真的太娇小了
1823,第一期上,6717961583487814881, 来了
1824,第一期上,6717961494921202860, 来了来了
1825,第一期上,6717969493110802954, 这个新导演有意思
1826,第一期上,6717879204610294458,  门徒！！！
1827,第一期上,6717981270749982180,  这年轻的时候一看就是一枚标准的侠客
1828,第一期上,6718008723610473608, 超喜欢新不了情，袁咏仪
1829,第一期上,6718013075128254409,终于没有刘天池了
1830,第一期上,6718022424337069775, 薇薇发色好看
1831,第一期上,6718026367449418975, 尔冬升年轻的时候颜值逆天
1832,第一期上,6718039884444498841,普通话不错啊导演
1833,第一期上,6718048993781417021,终于等来了第二季
1834,第一期上,6718048991192480001, 想看张艺谋导演能过
1835,第一期上,6718147246443137529, 赵薇尔冬升
1836,第一期上,6718385434025989730, 林更新 三少爷的剑 挺好的哈哈哈哈
1837,第一期上,6718421531003130530,赵薇有点老了
1838,第一期上,6718445528671526087, 看他电影看的忘了长个子
1839,第一期上,6718732485037621927,第二季演员水平更差了吗？😂
1840,第一期上,6718592080702578708,爆米花 : 这个新导演有意思
1841,第一期上,6718845874921217688,  薇姐又漂亮了
1842,第一期上,6718874626925200754, 666
1843,第一期上,6719227485349201151,凯歌导演 我们为你来的
1844,第一期上,6719825701760414463,，。？！
1845,第一期上,6718179771516743725,没有李少红太开心了加一
1846,第一期上,6718117337369090460, 史上最美女导演赵薇
1847,第一期上,6719998541265308842, 赵薇社交教科书
1848,第一期上,6717761247783666498,爆米花 : 爆米花
1849,第一期上,6717764043516607673, 赵薇尔冬升
1850,第一期上,6717764032885363424,爆米花 : 刚看了还珠格格
1851,第一期上,6717765330320684610,爆米花 : 发色好看喜欢
1852,第一期上,6717766364918435089, 我的甜鑫
1853,第一期上,6717766611014004895,爆米花 : 薇姐又漂亮了
1854,第一期上,6717767340685504460,比邻星报道
1855,第一期上,6717767394619046898, 赵薇这个头发不错
1856,第一期上,6717767472424359800, 期待期待
1857,第一期上,6717769616644875147, 小四真的好娇小可爱
1858,第一期上,6717769795056991743, 这位新导演很期待
1859,第一期上,6717770807322885860,爆米花 : 加油加油
1860,第一期上,6717773601527278068, 薇薇发色好看
1861,第一期上,6717781646126851859,两位导演真客气
1862,第一期上,6717783354735314601,凯歌导演 我们为你来的
1863,第一期上,6717793795069637697,爆米花 : 赵薇这个头发不错
1864,第一期上,6717796259798911352, 丁哥儿，我来啦
1865,第一期上,6717798110660672340, 赵薇好可爱
1866,第一期上,6717811601753444213, 我来啦
1867,第一期上,6717812951820474057, 哈哈哈没得李少红了
1868,第一期上,6717875267206049935, 哈哈哈哈郭导好幽默
1869,第一期上,6717944103524565315,小四，。这最萌身高差，。。。哈哈哈哈哈哈哈啊哈哈哈
1870,第一期上,6717939831449782691,郭敬明儿子即视感
1871,第一期上,6717936096166528006,薇薇好美啊
1872,第一期上,6717958076328516645, 到底多高
1873,第一期上,6717959103689727789, 薇姐加油
1874,第一期上,6717890961055354855, 真矮啊
1875,第一期上,6717976854370167790,喜欢赵薇
1876,第一期上,6717977926719180020, 很喜欢薇姐
1877,第一期上,6717998216463755000, 郭导真的好小一只  😜
1878,第一期上,6718001869277559981,   加油
1879,第一期上,6718030602281612343, 小四这也太小了吧
1880,第一期上,6718045418933483237, hhhhhhhhhhhhhh
1881,第一期上,6718133077891590930,咋染的蓝色
1882,第一期上,6718141623358180177, 尔冬升也这么高啊哈哈
1883,第一期上,6718161886559876052,  很喜欢薇姐
1884,第一期上,6718169769704888545, 郭敬明好小一只啊
1885,第一期上,6718407330636511045, 比邻星:期待
1886,第一期上,6718428745935819218, 微微好美
1887,第一期上,6718452286844243344, 我来啦
1888,第一期上,6717955758118959488,去搜20岁的尔冬升，你会回来谢我
1889,第一期上,6717763090106489888,冒个泡泡
1890,第一期上,6717764149474167384,赵薇
1891,第一期上,6717764315820264335, 等了好久
1892,第一期上,6717764559027292901,爆米花 : 我来啦丁哥
1893,第一期上,6717765381526110584,孙千加油啊
1894,第一期上,6717765485611952303,我专门来看尔冬升导演
1895,第一期上,6717765634828518494,爆米花 : 爆米花
1896,第一期上,6717766338183895019,人好少啊
1897,第一期上,6717767445828278025, 不要一直刷丁程鑫啦宝贝们 出来了再刷
1898,第一期上,6717767905208448115,李溪芮
1899,第一期上,6717761795630069062,爆米花 : 不是8点吗
1900,第一期上,6717762048195276563,爆米花 : 首秀
1901,第一期上,6717761588917974772,爆米花 : 赵薇好美啊
1902,第一期上,6717762069828140821, 第一
1903,第一期上,6717762196844245005, 提前了
1904,第一期上,6717761864455407499, 小齐来了
1905,第一期上,6717763636078064940,爆米花 : 尔导！！！
1906,第一期上,6717763701945072220,观影团 : 导演加油哈哈哈
1907,第一期上,6717763767733073448, 提前了?就喜欢腾讯的不准时[鹅斯卡]
1908,第一期上,6717764175004895882, 期待赵薇[圈粉]
1909,第一期上,6717764332530682171,爆米花 : 提前了[圈粉]
1910,第一期上,6717765503688405080,爆米花来啦
1911,第一期上,6717766602647345933,  为了我们程年人，特意开了个会员[圈粉]
1912,第一期上,6717767815682048616, 来了来了
1913,第一期上,6717767989053294190, 期待尔冬升导演的点评诶
1914,第一期上,6717768943689777858, 赵薇
1915,第一期上,6717769258187035339,凯歌真的是金句多多啊
1916,第一期上,6717769064048506197, 上一季好看 这一季期待下
1917,第一期上,6717771279153696898, 期待赵薇[圈粉]
1918,第一期上,6717772083851935897, 导演们好
1919,第一期上,6717772520617349475,尔导年轻时候也是小鲜肉来着
1920,第一期上,6717773182373400572,  [鹅斯卡]终于开了！
1921,第一期上,6717776639608463493, 红姐不来了呀
1922,第一期上,6717776697926077451, 你好
1923,第一期上,6717778906843694725, 冷静哈，宝贝们
1924,第一期上,6717779669301054997,赵薇
1925,第一期上,6717783604950668264, 期待尔冬升导演的点评诶
1926,第一期上,6717785802031961870,就喜欢腾讯的不守时，提前了20分钟
1927,第一期上,6717792925728832427, 宝贝们少刷大名哦
1928,第一期上,6717794405001132676, 第一次看尔冬升上综艺
1929,第一期上,6717812857909049742, 老师们气场果然足
1930,第一期上,6717819800980493196,旺角黑夜。   新宿事件。
1931,第一期上,6717940846668794680,  赵薇❤️
1932,第一期上,6717936284024898696,门徒
1933,第一期上,6717984446185224674, 都是会员，给爷豪横起来！
1934,第一期上,6717984095416601246,小四的好娇小呀
1935,第一期上,6717983093736095671,李溪芮任敏给我冲冲冲
1936,第一期上,6717991363171351130, 像个孩子
1937,第一期上,6718371893919291833, 来看张大大的
1938,第一期上,6718404303485334578,我看过我是路人甲里面新人演的挺好的
1939,第一期上,6717761719956420589,观影团 :  前排
1940,第一期上,6717761742370438343,爆米花 : 去年都有看，超喜欢的
1941,第一期上,6717761850903300554, 有
1942,第一期上,6717763520991570364,喜欢尔冬升导演！
1943,第一期上,6717764240482175759,爆米花 : 薇姐好美
1944,第一期上,6717764252598826616,爆米花 : 薇迷集合啦
1945,第一期上,6717764294940325577, 来了来了
1946,第一期上,6717765928097445149,尔冬升年轻时候可帅了
1947,第一期上,6717768365223908763, 好牛哦
1948,第一期上,6717770338153253017,喜欢这个节目，每一期都有看
1949,第一期上,6717770919201404158,我沙溢哥为什么不来了
1950,第一期上,6717770828797722422, 来了来了
1951,第一期上,6717771162798535635,没错！这就是陈凯歌！
1952,第一期上,6717771590357498204, 导演好厉害
1953,第一期上,6717772931965062407, 来了来了
1954,第一期上,6717776868030260060,美丽的赵导～
1955,第一期上,6717778283258377055,默默看中（耶耶耶耶）
1956,第一期上,6717780694527051769,  赵薇姐姐发色太好看了
1957,第一期上,6717780622536329126, 尔导好可爱哈哈
1958,第一期上,6717782112520875041,薇迷集合啦
1959,第一期上,6717786800087570087,终于再一次等到陈凯歌
1960,第一期上,6717787854896351273, 薇姐好美
1961,第一期上,6717789534257917443, 尔冬升导演很牛
1962,第一期上,6717816612671655215,现在过来看人就很多了。
1963,第一期上,6717956036427791007, 去年另一个导演是谁
1964,第一期上,6717894134319268514,尔东升都来了？
1965,第一期上,6717964545072575729, 薇姐 
1966,第一期上,6717826782024889284,来看黄奕
1967,第一期上,6717975959079210216, 赵薇好美啊
1968,第一期上,6717864089705002830,  尔冬升《新不了情》《新宿事件》《我是路人甲》
1969,第一期上,6718014526388113682, 上一季是几个导演啊，咋忘了
1970,第一期上,6718015661810054337,尔导年轻时候也是小鲜肉来着
1971,第一期上,6718022582373908179, 赵薇！！！！！！！！！！
1972,第一期上,6718047405209040435,李溪芮[鹅斯卡]
1973,第一期上,6718127593813945178, 尔冬升老江湖了
1974,第一期上,6718448628291578267, 期待演员请就位第二季
1975,第一期上,6718501092046906805, 好喜欢尔冬升导演
1976,第一期上,6718511616166999886,喜欢没有弯弯绕的人
1977,第一期上,6718584766461320173, 尔冬升是谁~
1978,第一期上,6718907115408660872, 好像要徐峥导演来
1979,第一期上,6717761612930022375,爆米花 : 薇姐好了解尔导
1980,第一期上,6717762385782183692, 喜欢鹅的不准时，哈哈，提前了
1981,第一期上,6717762484372520235,爆米花 : 去年都有看，超喜欢的
1982,第一期上,6717763755230866270,爆米花 : 就喜欢不准时
1983,第一期上,6717765474253777038, 就喜欢看严师点评🦊
1984,第一期上,6717766081369881140,爆米花 : 喜欢尔导
1985,第一期上,6717765666460955204, 去年都有看，超喜欢的
1986,第一期上,6717769371609450893, 这个爆米花有意思
1987,第一期上,6717769445223680721, 赵微好漂亮啊
1988,第一期上,6717770240064948228,WOW！！！居然有陈凯歌！
1989,第一期上,6717770989800292098, 爆米花在线等丁老师
1990,第一期上,6717772455541749113,爆米花 : 期待期待
1991,第一期上,6717774419293565355, 微姐微姐微姐
1992,第一期上,6717778416675336223, 这个导演年轻的时候应该是个大帅哥
1993,第一期上,6717779770638267148, 薇迷集合啦
1994,第一期上,6717781737080334379, 赵薇老师
1995,第一期上,6717789285594105341, 李溪芮[鹅斯卡]
1996,第一期上,6717794892253772679, 尔导好可爱
1997,第一期上,6717796697604823054, 尔导好可爱哈哈
1998,第一期上,6717796944238330030, emmm
1999,第一期上,6717797571789075934, 谁没了？
2000,第一期上,6717819215689560730, 孟子义孟子义
2001,第一期上,6717960210809856175,为了尔导来的，哈哈哈
2002,第一期上,6717968900837282019, 这个导演好可爱
2003,第一期上,6717986119192426132, 薇越来越大女人
2004,第一期上,6718035497084714422, 尔冬升导演很牛
2005,第一期上,6718042746872068306,  为了我们程年人，特意开了个会员[圈粉]
2006,第一期上,6718047685729300301,微微的发色好好看
2007,第一期上,6718100522169517993,尔冬升好帅
2008,第一期上,6718107409581547345, 耶斯莫拉
2009,第一期上,6718130104552324932,喜欢听陈凯歌点评 主要是专业
2010,第一期上,6718134808666903253, 胖了呀
2011,第一期上,6718151216817708209, 来看张大大被怼
2012,第一期上,6718162121928414121, 薇迷集合啦
2013,第一期上,6718314571486402124,  赵薇姐姐发色太好看了
2014,第一期上,6718409373535204319, 尔冬升，寻龙诀啊
2015,第一期上,6718720457858072617,潘迎紫的多尔衮阿
2016,第一期上,6718740486242637888, 尔冬升导演，喜欢。
2017,第一期上,6718095744982779107, 怎么没人呀
2018,第一期上,6717806462983401474,小四的好娇小呀
2019,第一期上,6717960148323115133,综艺新秀尔冬升
2020,第一期上,6717761538267559564,爆米花 : 都没有弹幕，提前了嘛
2021,第一期上,6717761735182763681,爆米花 : 我是第一个来哈哈，第一个弹幕是我
2022,第一期上,6717761983372308111, 期待赵薇[圈粉]
2023,第一期上,6717763066692564445, 人这么一点吗？国庆都跑那里去了
2024,第一期上,6717763332742782420, 王楚然!
2025,第一期上,6717764018419208907,爆米花 : 没人吗？
2026,第一期上,6717763996176854314, 腾讯提前了
2027,第一期上,6717764579360274678,在这的都是vip
2028,第一期上,6717764635288082230, 冒个泡泡
2029,第一期上,6717764730887532969, 期待尔冬升导演的点评诶
2030,第一期上,6717765318807682651, 尔老师好谦逊的🦊
2031,第一期上,6717765356494504241, [圈粉]
2032,第一期上,6717766540395217253, 宝贝们少刷大名哦
2033,第一期上,6717766880359282731, 来了
2034,第一期上,6717766908863772826, 腾讯的不准时我爱了
2035,第一期上,6717769179439023822,第二季还是喜欢凯歌导演
2036,第一期上,6717769472864133352,丁程鑫
2037,第一期上,6717769652433862395,  有没有来看施柏宇的呀！
2038,第一期上,6717772412177548783,观影团 : 李溪芮
2039,第一期上,6717773753222678079, 宝贝们别激动别激动
2040,第一期上,6717774152615868998, 期待演员陈宥维
2041,第一期上,6717778183693988440,哈哈喜欢赵薇和尔冬升导演
2042,第一期上,6717778714509683136,  激动
2043,第一期上,6717780143034794612, 萌萌子啊
2044,第一期上,6717782509724303090, 施柏宇妈妈爱你😘
2045,第一期上,6717784098166997372,尔导可爱
2046,第一期上,6717786907394679846,  赵薇
2047,第一期上,6717787452171820471,  李溪芮
2048,第一期上,6717811833995538798,等一个李诚儒双剑合璧
2049,第一期上,6717913524665351869,太难受了，这滤镜
2050,第一期上,6717959920235853293, 薇薇发色好看
2051,第一期上,6717961364129909827, 为李溪芮而来
2052,第一期上,6717974146597449931, 尔冬升的普通话算是港人里最好的了
2053,第一期上,6717984322801383689, 我专门来看尔冬升导演
2054,第一期上,6718314470047203442,李溪芮李溪芮李溪芮李溪芮李溪芮李溪芮
2055,第一期上,6718381475823557111, 秦沛是他大哥，普通话更好，爸爸好像是北京
2056,第一期上,6718732564531001100,薇姐吃的啥好吃的
2057,第一期上,6717760595267092863,就喜欢不准时
2058,第一期上,6717761487961786221,爆米花 : 啊啊啊
2059,第一期上,6717762234334300727,默默看中（耶耶耶耶）
2060,第一期上,6717762443930694095, 饭局狼人杀的老妖，我爱你
2061,第一期上,6717761525656260821,薇迷集合啦
2062,第一期上,6717761339705722473,所以我是第一个吗
2063,第一期上,6717762972410125142,爆米花 : 金像奖
2064,第一期上,6717763699009417818, 薇姐好美
2065,第一期上,6717763872506787579, 追星小达人我来了
2066,第一期上,6717765577941131070, 哈哈哈哈
2067,第一期上,6717765837425674492,凯子哥i了
2068,第一期上,6717767843921277847,  为了我们程年人，特意开了个会员[圈粉]
2069,第一期上,6717768116413646513, 好喜欢尔冬升导演
2070,第一期上,6717769010458896811, 郭敬明
2071,第一期上,6717770334125716839,香港导演普通话优秀哈！
2072,第一期上,6717773857442744172, 赵薇好美啊
2073,第一期上,6717773992221489269,爆米花来啦
2074,第一期上,6717773995850582300, 来啦
2075,第一期上,6717777053921820821, 这个导演好可爱
2076,第一期上,6717782888437753203, 赵薇
2077,第一期上,6717787390040274680, 大家都要加油呀，都很优秀
2078,第一期上,6717791014942684501, 孟子义孟子义
2079,第一期上,6717805507220283299,喜欢听陈凯歌点评 主要是专业
2080,第一期上,6717957347866034251,尔冬升也是很厉害的
2081,第一期上,6717978323793231187,爆米花 : 赵薇好美啊
2082,第一期上,6717978615137629483,打卡
2083,第一期上,6717987612701170797,我也是为了尔冬升而来的
2084,第一期上,6717991657247281146,李溪芮[鹅斯卡]
2085,第一期上,6718030783291342779, 来了
2086,第一期上,6718033379490035253, 哈哈哈
2087,第一期上,6718314523078981668, 尔老师好谦逊的🦊
2088,第一期上,6718409855607519453, 期待期待
2089,第一期上,6718449941220981650, 我是专门来看咱们东叔的
2090,第一期上,6718474209090271203, 记得去搜了一下尔冬升导演的年轻照。
2091,第一期上,6718723060549528649, 希望所有演员都能超常发挥！！！
2092,第一期上,6718860933546051000,经验多多，哈哈哈哈
2093,第一期上,6718937342758026442,我专门来看尔冬升导演
2094,第一期上,6719132463823090394, 🌚🌚🌚🌚🌚🌚
2095,第一期上,6719240104155053266, 全是爆米花哈哈哈哈
2096,第一期上,6719602738550252374, 李溪芮
2097,第一期上,6717762146308442510,爆米花 : 尔冬升是谁~
2098,第一期上,6717763732840658399,爆米花 : 笑死啊 
2099,第一期上,6717764204351732032, 这弹幕秀啊
2100,第一期上,6717764202586903550,爆米花 : 赵薇好美啊
2101,第一期上,6717765572912202651,爆米花 : 期待赵薇[圈粉]
2102,第一期上,6717766614760495919, 期待演员请就位第二季
2103,第一期上,6717767075928458846, 给四大导演打call
2104,第一期上,6717767620487521368,观影团 : 提前了?就喜欢腾讯的不准时[鹅斯卡]
2105,第一期上,6717766612969259565,何昶希何昶希何昶希
2106,第一期上,6717768013060438565, 期待期待
2107,第一期上,6717768009075849754, 尔老师好谦逊的🦊
2108,第一期上,6717781705575560718, 期待四位导演犀利评论呀哈哈哈哈
2109,第一期上,6717781668243381261, 全是爆米花哈哈哈哈
2110,第一期上,6717801851968267743,越直接越好办
2111,第一期上,6717806649823215491,尔冬升导演在香港名气很大
2112,第一期上,6717762395563036023,爆米花 : 终于能看了
2113,第一期上,6717763261741604185,张逸杰加油
2114,第一期上,6717763772750474113, 我爱的导演都在了！
2115,第一期上,6717767034736199107, 丁太升这次没来吧?
2116,第一期上,6717766371729674052,爆米花 :  来咯
2117,第一期上,6717769051695937954,  薇皇好美
2118,第一期上,6717769671237632050, 薇姐好了解尔导
2119,第一期上,6717769597635296005, 就喜欢腾讯的不准时
2120,第一期上,6717769676412351406,  赵薇美的啊
2121,第一期上,6717774582552654768,  薇姐好了解尔导
2122,第一期上,6717774716414919130,张曼玉前男友
2123,第一期上,6717777306753103813, 赵薇导演怎么这么漂亮
2124,第一期上,6717779797034342884, 赵薇还这么漂亮
2125,第一期上,6717781529465123845, 去年都有看，超喜欢的
2126,第一期上,6717781840728961827,有新的变化
2127,第一期上,6717782892267152767, 凯歌导演金鸡奖
2128,第一期上,6717783384971740893, 阿程加油呀
2129,第一期上,6717788933033804395, 來啦來啦
2130,第一期上,6717794555145989803, 唯一一个女性导演
2131,第一期上,6717797061052891071,我最喜欢的就是凯歌了 为凯歌打call
2132,第一期上,6717946291147703749, 薇姐的致青春是不是东升导演监制的？
2133,第一期上,6717963203382848147, 四位导演都很棒
2134,第一期上,6717970897405716212,特地来看尔冬升，喜欢的导演
2135,第一期上,6717875876144850203, 赵薇老师
2136,第一期上,6717978413808206184, 薇皇好美
2137,第一期上,6717983214058800057,尔冬升导演真的太可爱了，粉了粉了
2138,第一期上,6718009030188666247, 又可以看了，期待(๑˙ー˙๑)
2139,第一期上,6718012463271916907,wb来的
2140,第一期上,6718018736960862118, 我爱赵薇赵薇爱我
2141,第一期上,6718018731444993533,  赵薇美的啊
2142,第一期上,6718028504724131706, 集合来了看赵薇
2143,第一期上,6718039714151561794,好喜欢尔导
2144,第一期上,6718054380508576572,很喜欢尔冬升呀，新不了情
2145,第一期上,6718133049666763005,i凯歌来啦
2146,第一期上,6718362811669925598, 啊啊啊啊好期待
2147,第一期上,6718442827613925519,沙溢咋不主持了
2148,第一期上,6719180941921077309, 薇薇人脉就是广
2149,第一期上,6719205350911276528,陈凯歌太圆滑世故，就得需要犀利直接干脆的尔导
2150,第一期上,6717980738055601805,尔冬升导演真的太可爱了，粉了粉了
2151,第一期上,6717761646255083971,爆米花 : 早早蹲了
2152,第一期上,6717761938412550473,爆米花 : 就喜欢腾讯的不准时
2153,第一期上,6717765171759215854,来了来了
2154,第一期上,6717767135520819439, 薇皇好美
2155,第一期上,6717767936183040268, 就喜欢不准时
2156,第一期上,6717768725703367315, 薇姐好了解尔导
2157,第一期上,6717768739502358931, 薇姐打call
2158,第一期上,6717769549875449395, 开始紧张了我！！
2159,第一期上,6717770175078666507,我最喜欢的就是凯歌了 为凯歌打call
2160,第一期上,6717771223474315220,陈凯歌导演已就位~
2161,第一期上,6717772208821224059, 好期待
2162,第一期上,6717773026668552979,爆米花 : 薇薇人脉就是广
2163,第一期上,6717773944520378636, 集合来了看赵薇
2164,第一期上,6717776813474647346,爆米花 : 去年都有看，超喜欢的
2165,第一期上,6717778235946627813, 除了郭敬明没人大幅用专业术语
2166,第一期上,6717778347042514183, 尔冬升可是大导演
2167,第一期上,6717779813113983862,  赵薇美的啊
2168,第一期上,6717782649123048722,来看看
2169,第一期上,6717784633054270684, 期待小甜鑫
2170,第一期上,6717789118669498911, 赵薇老师
2171,第一期上,6717792661332490491, 来了来了
2172,第一期上,6717767848551789470, 当导演被导演的时候 就尴尬了
2173,第一期上,6717810156912486226,喜欢尔冬升导演！
2174,第一期上,6717950102956611308, 喜欢鹅的不准时，哈哈，提前了
2175,第一期上,6717872190818629294,香港金像奖服软了？
2176,第一期上,6717954237066836600,冲着尔导来的
2177,第一期上,6717957328755768947, 喜欢尔冬升导演！
2178,第一期上,6717957623090705449,尔导，期待你的来了来了
2179,第一期上,6717959708231536912,爆米花 : 薇姐好了解尔导
2180,第一期上,6717979119343661779,热搜来看
2181,第一期上,6717866063113473368, 把谁换了
2182,第一期上,6717864156264070182, 尔冬升是姜大卫兄弟
2183,第一期上,6717994204188050062,尔冬升
2184,第一期上,6717995716830537014,沙溢咋不主持了
2185,第一期上,6718002071511438319, 。
2186,第一期上,6718003212815113140, 来了
2187,第一期上,6718042047594829823, 为尔冬升导演来看的，。
2188,第一期上,6718065625873808943, 被热搜吸引过来的
2189,第一期上,6718470646700110276, 一直都很欣赏佩服赵薇！演艺圈商界都杠杠
2190,第一期上,6717762347987345706,爆米花 : 期待
2191,第一期上,6717762530536039020, 薇姐好了解尔导
2192,第一期上,6717763060092085836, 导演加油
2193,第一期上,6717765323221048466,爆米花 : 薇姐打call
2194,第一期上,6717765352631550250,爆米花 : 喜欢赵薇
2195,第一期上,6717764995222326845,观影团 : 来吧 演员嘛
2196,第一期上,6717765882732850427,爆米花 : 薇皇好美
2197,第一期上,6717766827038458555, 薇迷再次
2198,第一期上,6717767160313661360, 导游请就位
2199,第一期上,6717767326127082073,  赵薇美的啊
2200,第一期上,6717767736065762958,  期待好久了
2201,第一期上,6717768380067586144,我一直爱赵薇
2202,第一期上,6717768182934303957, 喜欢尔导
2203,第一期上,6717768947673362482, 去年都有看，超喜欢的
2204,第一期上,6717769533761197888,能不能让凯歌导演多点镜头啊
2205,第一期上,6717770332334733435, 集合来了看赵薇
2206,第一期上,6717771398799096674, 尔冬升可是大导演
2207,第一期上,6717771528211508715,就很喜欢这样的陈凯歌
2208,第一期上,6717772920837838508, 薇迷集合啦
2209,第一期上,6717773736092136315, 可可爱爱四位导演
2210,第一期上,6717773925385254854, 薇迷集合啦
2211,第一期上,6717775851443204229, 赵薇还这么漂亮
2212,第一期上,6717776847905953945, 薇姐好美
2213,第一期上,6717778170071235884, 好期待呀
2214,第一期上,6717779756663901876, 薇姐好美
2215,第一期上,6717780816815470748, 尔冬升年轻时候可帅了
2216,第一期上,6717781989383484620,尔冬升很厉害的
2217,第一期上,6717784398148126395, 这个爆米花有意思
2218,第一期上,6717791219075975255, 这个弹幕名字爱了爱了
2219,第一期上,6717763832636746739, 当导演被导演的时候 就尴尬了
2220,第一期上,6717793622966128530, 来了
2221,第一期上,6717796339628047683,啊啊啊啊给赵导打call
2222,第一期上,6717797581163361492,  激动啊啊啊
2223,第一期上,6717801954899669239, 来看小燕子啦
2224,第一期上,6717978372141983823, 好牛哦
2225,第一期上,6717988274147102968, 喜欢尔导
2226,第一期上,6718055303524582332, 赵微好漂亮啊
2227,第一期上,6718410163319459829, 导演好厉害
2228,第一期上,6718440534614147478, 尔导好可爱
2229,第一期上,6717761225390270774,爆米花 : 期待期待
2230,第一期上,6717763628449599500,爆米花 : 导演们都好棒！好期待啊
2231,第一期上,6717763875551867818, 期待很久了
2232,第一期上,6717764905148644143, 来了来了
2233,第一期上,6717766378003659362,爆米花：我是看着赵薇姐姐的还珠格格长大的
2234,第一期上,6717767943376630145,  比邻星冷静啊
2235,第一期上,6717768073375582167, 期待尔冬升导演
2236,第一期上,6717770457409899033,喜欢听陈凯歌点评演员 能学习到东西
2237,第一期上,6717771464390939350, 赵薇怎么谁都认识啊
2238,第一期上,6717781936381042438,感觉这一季更公平了
2239,第一期上,6717783419104294212, 来晚了
2240,第一期上,6717942519750474925, 来看尔导，给他打call
2241,第一期上,6717961903895193132, 上一季谁没来、‘
2242,第一期上,6717966981657017728, 郭敬明有一米吧..
2243,第一期上,6717976810953569982, 好喜欢赵薇
2244,第一期上,6717986549142157478,尔冬升 秦沛 姜大卫
2245,第一期上,6717983347073031704,赵薇是演过尔冬升的戏么？
2246,第一期上,6717988006217840809, 我喜欢赵薇
2247,第一期上,6717992173545433973,有好综艺看了
2248,第一期上,6718013821966022104, 终于能看了
2249,第一期上,6718046616063324305,最强大脑  模式
2250,第一期上,6718132562125059224, 唯一一个女性导演
2251,第一期上,6718132555377745679,冲着尔导来的
2252,第一期上,6718410249893776396,越直接越好办
2253,第一期上,6718423788846331396, 薇姐好漂亮
2254,第一期上,6718423938285204811,没人吗
2255,第一期上,6718486256894320912,期待这一季的演员
2256,第一期上,6718494935424204558,尔冬升是艺名，年轻的时候有点像吴亦凡
2257,第一期上,6718522462679101542,来看怼人
2258,第一期上,6718524921720850735, 尔冬升的直接很让人欣赏，最后还带幽默
2259,第一期上,6718679437497534060, 就喜欢腾讯的不准时
2260,第一期上,6718701370527479011,热搜来看
2261,第一期上,6718693469029862162,  哇
2262,第一期上,6718651816965508405,  赵薇美的啊
2263,第一期上,6718767600413157015, 怎么会有郭敬明
2264,第一期上,6718938310423069684, 很期待这个节目，喜欢听聪明人说聪明话
2265,第一期上,6719093847211091917, 其实我觉得不要太留面子吧直接ABCD不就行了
2266,第一期上,6718365865374892079, 现在啥综艺整个复活赛了开始
2267,第一期上,6717856422337955168,薇薇子来了
2268,第一期上,6717810429696079707, 丁太升他不配，
2269,第一期上,6717761332284946922,我最爱的凯哥导演，希望你延续上季的风格，灵魂解析
2270,第一期上,6717763366477569559,爆米花 : 期待啊
2271,第一期上,6717763691737188076,爆米花 : 赵薇怎么谁都认识啊
