,episodes,commentid,content
29011,第一期上,6718128590497710136, 王楚然有点可爱诶
29012,第一期上,6718135807511043086, 心疼王楚然，配这么个男主
29013,第一期上,6718152290370521858, 三生三世好多名场面
29014,第一期上,6718162887111113815, 这个夜华 跟帅不沾边吧 还男团 怎么选的
29015,第一期上,6718411480766809093,好漂亮
29016,第一期上,6718425551931426399,   噗…这夜华😄
29017,第一期上,6718448851657881555, 在谈恋爱吗
29018,第一期上,6718452420746705801,哈哈哈
29019,第一期上,6718472954441046735, 真的帅吗？
29020,第一期上,6718473971853412432,陈宥维要吃了她
29021,第一期上,6718509490700274381, 啊这个夜华有点显小
29022,第一期上,6718699530066885985,  这男的帅吗？？？？？？？？
29023,第一期上,6718748386826325207, 好配啊感觉
29024,第一期上,6718600269225511330, 爱豆脸跟演员脸真的不一样
29025,第一期上,6718864504320892787, 爱豆脸跟演员脸真的不一样
29026,第一期上,6717774217472407801,恶作剧之吻太经典了
29027,第一期上,6717782026088859121,爆米花 : 期待然然
29028,第一期上,6717782541693288288, 大鹏主持可以
29029,第一期上,6717786025872258041, 期待然然
29030,第一期上,6717786586827209012,王楚然加油
29031,第一期上,6717787503866617417,王楚然真的很好
29032,第一期上,6717790052630593520,这两个剧都很喜欢，好期待
29033,第一期上,6717803707528365123, 王楚然加油，你很棒哦
29034,第一期上,6717815701186479417,大鹏好会说话
29035,第一期上,6717938493127332097, 期待
29036,第一期上,6717962268823450183,王楚然真的喜欢 
29037,第一期上,6717972494398550918,扮相还挺袁湘琴
29038,第一期上,6717977714907128610, 曹骏坚强，我的童年偶像，你可以的
29039,第一期上,6718012480573437221, 都是经典剧啊
29040,第一期上,6718036223703098798,这个形象挺贴切
29041,第一期上,6718042039175888128,彩旗这个造型也蛮湘琴的
29042,第一期上,6718053796159139258,爆米花 : 热搜警告
29043,第一期上,6718054315849185968, 小彩旗？？？
29044,第一期上,6718055004121874353, 大鹏好会说话
29045,第一期上,6718071375816798083, 只要我不看弹幕，我就不尴尬。
29046,第一期上,6718122846506728458,恶吻是无法超越的
29047,第一期上,6718158766391981561,王楚然未来可期
29048,第一期上,6718175778128986664, 彩旗不跳舞了。
29049,第一期上,6718436052438556622,王楚然漂亮，好美
29050,第一期上,6718436060147722468, 我太吃王楚然的颜了
29051,第一期上,6718476347652634142,取悦年轻人
29052,第一期上,6718476706459617306, 晏紫东很帅
29053,第一期上,6718500089788607929,我吃宴紫东的颜
29054,第一期上,6718512275214811785, 扮相还挺袁湘琴
29055,第一期上,6718525703471004223, 我是来看哈喇子的
29056,第一期上,6718709367686240034, 小彩旗演的小蛮，我好喜欢
29057,第一期上,6718637091791073414,爆米花 : 彩旗卡特
29058,第一期上,6718723774826917883, 都寡
29059,第一期上,6718582618070383532,  王楚然颜值还是可以的
29060,第一期上,6718834863991439158,拔丝吻
29061,第一期上,6718970220036423603,😏
29062,第一期上,6718487332804602190, 拉丝名场面
29063,第一期上,6719191247485379578, 请欣赏《拔丝之吻》
29064,第一期上,6719236980815884486, 王楚然王楚然
29065,第一期上,6719222413033403174,孙千适合湘琴
29066,第一期上,6717781610415554336,观影团 : 陈宥维继续努力
29067,第一期上,6717784556000446879,爆米花 : 大鹏好帅
29068,第一期上,6717786636698457164,期待王楚然
29069,第一期上,6717786914168180555,王楚然太好看了
29070,第一期上,6717791710002782910, 好喜欢大鹏老师啊
29071,第一期上,6717803624849932856,爆米花 : 挖眼睛😂😂
29072,第一期上,6717809069614673009,爆米花 : 然然
29073,第一期上,6717915472140108164, 感觉都要无了
29074,第一期上,6717958847974617788, 表妹加油加油哦
29075,第一期上,6717831543436902302, 吃也够神经病的，干嘛让她转四个小时？
29076,第一期上,6718000832916734660, 比较看好，晏紫东
29077,第一期上,6718010193620792309,演员赶不上第一季了
29078,第一期上,6718148220004278105, 王楚然好好看
29079,第一期上,6718162065246324636, 小彩旗演技yesh 小彩旗演技也蛮不错
29080,第一期上,6718452300479925673,拉丝的来了
29081,第一期上,6718471822359688739, 两个不同品种的剧在一起比真的好吗
29082,第一期上,6718510798056433246, 大彩旗
29083,第一期上,6718512293594243665,   彩旗很适合
29084,第一期上,6718523729728703493,爆米花 : 彩旗的长发
29085,第一期上,6718669148945318539, 热搜警告
29086,第一期上,6718582634290100167, 王楚然未来可期
29087,第一期上,6718582647623449532, 王楚然真的喜欢 
29088,第一期上,6718810765710097965,恶作剧之吻炸了  A级
29089,第一期上,6718827931847128102,王楚然你最棒
29090,第一期上,6718861926556225014, 拉丝的吻戏来啦
29091,第一期上,6718860283013693556,  超高颜值？
29092,第一期上,6718921399006120594, 国服第一卡特？
29093,第一期上,6718551496179872689,拉丝吻来了
29094,第一期上,6718545837472019051, 10.4
29095,第一期上,6718533321930287972, 三生三世多难超越啊
29096,第一期上,6718527363275495132,  彩旗很适合
29097,第一期上,6719161709917047702, 彩旗好好看好甜
29098,第一期上,6719175501845875231, 连续转圈4小时 恐怖
29099,第一期上,6718381063653496614,喜欢杨志刚
29100,第一期上,6719205461444464272, 突然觉得小彩旗很可爱 很适合袁湘琴
29101,第一期上,6718364791564956375,两个都好难
29102,第一期上,6719558931535032932,大鹏主持的不错👍🏻
29103,第一期上,6718124310634105357, 主持人不错，我喜欢
29104,第一期上,6717772859176417468,爆米花 : 陈宥维加油(ง •̀_•́)ง哦
29105,第一期上,6717790631399457422, 王楚然长的真的适合演大女主戏
29106,第一期上,6717792339185135899,爆米花 : 这两个剧都很喜欢，好期待
29107,第一期上,6717792349118209314, 恶作剧之吻太经典了
29108,第一期上,6717793344350092013,为了看你哭戏来的
29109,第一期上,6717803814877339385,爆米花 : 期待王演员王楚然
29110,第一期上,6717985019308481147, 这个夜华挺帅
29111,第一期上,6717988259668101095, 大鹏好帅
29112,第一期上,6717999213743113598,大鹏好会说话
29113,第一期上,6717999855357687636, 王楚然太好看了
29114,第一期上,6718010477995608485,王楚然可以
29115,第一期上,6718013453177994566, 曹骏坚强，我的童年偶像，你可以的
29116,第一期上,6718040212820753991, 真的好罗嗦，太耽误时间，
29117,第一期上,6718060245115448684,为什么不继续跳舞了？
29118,第一期上,6717781329901506133,甜的哈哈哈
29119,第一期上,6717781689764086298, 陈宥维你在干嘛哈哈哈哈
29120,第一期上,6717781664518570436,爆米花 : 这个女生好漂亮
29121,第一期上,6717783342706043893,是帅的！
29122,第一期上,6717784955016478410, 我一个颜狗好喜欢王楚然
29123,第一期上,6717787427395105310, 哈哈哈哈陈宥维不要那么搞笑笑死我你负责啊
29124,第一期上,6717787730987202089,超可爱哈王楚然
29125,第一期上,6717787959531606712, 我一个颜狗好喜欢王楚然
29126,第一期上,6717788785574651614, 王楚然这里可可爱爱
29127,第一期上,6717789186625619166,   噗…这夜华😄
29128,第一期上,6717793402471566640,王楚然 张贵妃经典
29129,第一期上,6717795550981453238, ？？？我的夜华啊
29130,第一期上,6717797203184907670, 现代比古装好看点
29131,第一期上,6717799237225575540,王楚然颜值好高
29132,第一期上,6717810171726767992,王楚然小姐姐不错
29133,第一期上,6717957176721346450,帅？
29134,第一期上,6717962209919007941,刘天池没来？
29135,第一期上,6717971494284536176, 啊哈哈哈 我好激动 啊哈哈哈
29136,第一期上,6717974960922893229, 真不觉得帅   真不觉得帅
29137,第一期上,6717979979272436072, 爱豆脸跟演员脸真的不一样
29138,第一期上,6717988049356616524, 王楚然长的真的适合演大女主戏
29139,第一期上,6717992476072156933,  两个颜值都很在线呀
29140,第一期上,6717994866157222410, 爱豆脸跟演员脸真的不一样
29141,第一期上,6717995219478319876,请保持这个美貌，铁血颜控在线哭泣
29142,第一期上,6717995213413091711,以这样的脸蛋每天生活到底是什么感受
29143,第一期上,6718015946617236071,爆米花 : 挖眼睛😂😂
29144,第一期上,6718026557317172874, 女生比男生好很多，男生脸太小感觉怪怪的
29145,第一期上,6718034390577331939,我的妈呀
29146,第一期上,6718039393584741801, 王楚然有点可爱诶
29147,第一期上,6718054908626934245, 这两个剧都很喜欢，好期待
29148,第一期上,6718138982167191927, 你特么害人家
29149,第一期上,6718162824096583353,亲个嘴
29150,第一期上,6718379942565393391, 王楚然眼睛里有戏
29151,第一期上,6718393478129318085, 王楚然长的真的适合演大女主戏
29152,第一期上,6718414054442075644, 帅吗？不帅啊
29153,第一期上,6718431070914023541, 真不觉得帅   真不觉得帅
29154,第一期上,6718425573573722614, 超高颜值？对颜值有什么误解
29155,第一期上,6718440475360505894, 来看拉丝😁
29156,第一期上,6718493426360452323,王楚然期待演技爆发
29157,第一期上,6718494750489909853,这男的一点都不帅
29158,第一期上,6717775542553341997,陈宥维你很棒
29159,第一期上,6717776955492725685, 好美哇王楚然
29160,第一期上,6717780359611183819,爆米花 : 贵妃
29161,第一期上,6717781313241719630, 这对挺好
29162,第一期上,6717782464547797555, 好美哇王楚然
29163,第一期上,6717786730093024712,爆米花 : 期待
29164,第一期上,6717787774268934138, 爆米花 : 这个女生好漂亮
29165,第一期上,6717788147725833357,王楚然小姐姐加油
29166,第一期上,6717787991898077354,爆米花 : 你俩演归演，别搞对象啊
29167,第一期上,6717788536142577071,你俩演归演，别搞对象啊
29168,第一期上,6717792884415281082,爆米花 : 这个女生好漂亮
29169,第一期上,6717793347420306542, 你俩演归演，别搞对象啊
29170,第一期上,6717793465590280432, 张贵妃果然美丽啊
29171,第一期上,6717794252333020132,  我一个颜狗好喜欢王楚然
29172,第一期上,6717794263032330520, 女生好棒啊
29173,第一期上,6717794303634556468, 这个女生好漂亮
29174,第一期上,6717795829169718592, 女生真的很漂亮唉
29175,第一期上,6717796196599138509,爆米花 : 张贵妃果然美丽啊
29176,第一期上,6717808133600214072, 感觉挺好
29177,第一期上,6717817266329069680, 天呐，我才看出来是张贵妃
29178,第一期上,6717819731903183551,中秋快乐，张贵妃请大家吃刀子馅的月饼
29179,第一期上,6717943479356898972, 培养感情的好地方
29180,第一期上,6717951678218433510,女生好棒啊
29181,第一期上,6717951965265337165,夜华造型像陈凯歌儿子
29182,第一期上,6717906001489050074,王楚然很有素素的感觉 楚楚可怜的
29183,第一期上,6717965088051415298, 王楚然好漂亮
29184,第一期上,6717991778479708652, 还是表妹的形象更加深入我心
29185,第一期上,6717993968946620619, 没什么不好，就是不帅尔耳
29186,第一期上,6717999036605341351,这男的真美觉得帅
29187,第一期上,6718012700011991651, 这个男的好眼熟啊 演过什么呀
29188,第一期上,6718015520249420007, 这俩太耐看了吧，先磕为敬
29189,第一期上,6718016356111330753, 陈宥维你在干嘛哈哈哈哈
29190,第一期上,6718036466434863142,陈宥维的眼睛特别好看
29191,第一期上,6718042013855583772,   噗…这夜华😄
29192,第一期上,6718042901189260177,  我一个颜狗好喜欢王楚然
29193,第一期上,6718124031595713475, 还我的长庚
29194,第一期上,6718421667410332820,表妹太美了
29195,第一期上,6718506496227262934,王楚然眼睛很漂亮
29196,第一期上,6718523949555318401, 原来是张贵妃！怪不得眼熟！
29197,第一期上,6718768119352063838,这男的嘴你们不出戏？
29198,第一期上,6717779401719873374,你俩演归演，别搞对象啊
29199,第一期上,6717780082371887073,爆米花 : 你俩演归演，别搞对象啊
29200,第一期上,6717782690835402128,颜值不错！！！！女孩有女主脸
29201,第一期上,6717784911916803439, 陈宥维你在干嘛哈哈哈哈
29202,第一期上,6717792461588202565,爆米花 : 王楚然颜值好高
29203,第一期上,6717793715878340150,演经典不容易
29204,第一期上,6717804745434047031, 还是现代装更帅
29205,第一期上,6717978632237806917, 哈哈哈哈陈宥维不要那么搞笑笑死我你负责啊
29206,第一期上,6717981080601209950, 张贵妃绝美
29207,第一期上,6717984617594820450, 王楚然好漂亮
29208,第一期上,6718000906492903844, 作为演员脸没有记忆点
29209,第一期上,6718003231881441570,  两个颜值都很在线呀
29210,第一期上,6718023365479822635, 真是苦了美女了
29211,第一期上,6718026072065559086, 陈宥维你在干嘛哈哈哈哈
29212,第一期上,6718041978073267325, 我吃宴紫东的颜
29213,第一期上,6718047802635780059, 真不觉得帅   真不觉得帅
29214,第一期上,6718048236725632157, 帅吗？！
29215,第一期上,6718048627417350496, 王楚然很漂亮  的  有潜力
29216,第一期上,6718134502533081152, 颜值不错！！！！女孩有女主脸
29217,第一期上,6718155336211171398, 这个男的长的好奇怪
29218,第一期上,6718399160015854075, 你特么害人家
29219,第一期上,6718407895308283796,彩旗长得好像陈都灵
29220,第一期上,6718410666560430670, 男的..颜值
29221,第一期上,6718430583858863464, 超高颜值？对颜值有什么误解
29222,第一期上,6718462334378458231,  爱豆脸跟演员脸真的不一样
29223,第一期上,6718468821339010688,  噗…这夜华😄
29224,第一期上,6718473604615566288, 表妹表妹，打call
29225,第一期上,6718517061006587479, 莫名想笑
29226,第一期上,6718517655080736967,陈宥维让我有种林凡的感觉哈哈哈哈
29227,第一期上,6718517654416718684, 帅吗？不帅啊
29228,第一期上,6718524662961645616, 喜欢表妹
29229,第一期上,6718721613749490103, 这个颜值真的撑不起夜华
29230,第一期上,6718743177898522473, 来看拉丝😁
29231,第一期上,6718782748245899527,王楚然你都没包袱的？
29232,第一期上,6718839976236353130, 我就是来看拉丝的
29233,第一期上,6718924478250207019,陈宥维要吃了她
29234,第一期上,6717773534296743466,陈宥维你很棒
29235,第一期上,6717776019156644579, 好美哇王楚然
29236,第一期上,6717780005927459807,观影团 : 然然我来啦
29237,第一期上,6717780285959205378, 这对挺好
29238,第一期上,6717781730449139740, 啊陈宥维
29239,第一期上,6717782743088341927,爆米花 : 墨连城
29240,第一期上,6717782914613395380,观影团 : 王楚然是清平乐里的张妼晗？
29241,第一期上,6717783740265987938,这女娃漂亮的
29242,第一期上,6717786862108779386, 爆米花 : 这个女生好漂亮
29243,第一期上,6717788555164454652,两个人演这两个角色都太年轻了
29244,第一期上,6717789639714998584,女生好棒啊
29245,第一期上,6717790040606876378,你俩演归演，别搞对象啊
29246,第一期上,6717790577824903506, 张贵妃果然美丽啊
29247,第一期上,6717791353478564121,颜值起玛没输
29248,第一期上,6717791876645318947,爆米花 : 这个女生好漂亮
29249,第一期上,6717792749149685508, 黑色
29250,第一期上,6717794260177326091, 搞对象了也行啊
29251,第一期上,6717795719090514394, 你俩演归演，别搞对象啊
29252,第一期上,6717796598651829304, 王楚然好漂亮
29253,第一期上,6717796485191368370,这个女生好漂亮
29254,第一期上,6717796874045636330, 颜值都好高。
29255,第一期上,6717796743343708275, 认不出来
29256,第一期上,6717796889607477758, 王楚然颜值好高
29257,第一期上,6717797464302624722, 不对不对
29258,第一期上,6717799922294790117,   噗…这夜华😄
29259,第一期上,6717804553263319877, 贵妃小可爱冲啊
29260,第一期上,6717804752831446884,  我一个颜狗好喜欢王楚然
29261,第一期上,6717808159286824521, 现代比古装好看点
29262,第一期上,6717808306690388583, 放开让我来
29263,第一期上,6717811935090848368, 我的天，陈宥维好苏
29264,第一期上,6717813232243294288,表妹，等等我
29265,第一期上,6717815579534177058, 王楚然颜值好高
29266,第一期上,6717817091166552834, 爆米花 : 你俩演归演，别搞对象啊
29267,第一期上,6717947712755661610,演经典不容易
29268,第一期上,6717942033311873987,郁维啊，还缺少人生经历啊，境界还达不到
29269,第一期上,6717930803645575434, 演夜华这个叫帅？
29270,第一期上,6717869609841078851,这妹子好漂亮
29271,第一期上,6718000234968323859,爆米花 : 你俩演归演，别搞对象啊
29272,第一期上,6718010273896574276,爆米花 : 培养感情的好地方
29273,第一期上,6718030679575602953, 这哥们又来了😂😂😂
29274,第一期上,6717774573796268568,陈宥维有种眼前一亮的感觉，眼睛都是戏
29275,第一期上,6717778678223761936,观影团 : 晏紫东 恶作剧之吻 冲鸭~
29276,第一期上,6717782493955072123,爆米花 : 然然我来啦
29277,第一期上,6717784108173917957,王楚然超美的
29278,第一期上,6717788105794402710, 看了定妆照，夜华已经输了、
29279,第一期上,6717793098325794876,  这对挺好
29280,第一期上,6717793708617006729,爆米花 :  这个女生好漂亮
29281,第一期上,6717794285061867117, 王楚然小姐姐加油
29282,第一期上,6717795243854862797,宥维跟王楚然挺有cp 感的
29283,第一期上,6717797199335899987,爆米花 : 青丘狐狸好像有吻戏。
29284,第一期上,6717810357194704256,王楚然挺漂亮的
29285,第一期上,6717814168814602469, 陈宥维你很棒
29286,第一期上,6717814218424518611,拥吻绝了看好戏
29287,第一期上,6717815826616088829, 王楚然好好看
29288,第一期上,6717820725631631961, 这夜华没有气场
29289,第一期上,6717946178710996354, 女生真的很漂亮唉
29290,第一期上,6717970355216426185,这个女生好漂亮
29291,第一期上,6717871294118376734, 好苏
29292,第一期上,6717983249802927474, 旺楚然挺好看的
29293,第一期上,6717984049052764758,男生说话噘嘴
29294,第一期上,6717988770327756230,男生好帅
29295,第一期上,6717988463082404804, 将军在上女二号
29296,第一期上,6717999207758110674, 古装真是检验颜值的最大标准
29297,第一期上,6718015320587008914, 长得辨识度不高都
29298,第一期上,6718042037801173095, 这男的还绝高颜值啊？不要装了妹妹
29299,第一期上,6718046083101506639,像刘亦菲呀
29300,第一期上,6718055418914384289,好配啊
29301,第一期上,6718149169095622892, 我一个颜狗我喜欢孙千
29302,第一期上,6718168945293463857, 我就是三生三和那个吻来的，没想到开场就是
29303,第一期上,6718412457104578254,这女孩好漂亮呀
29304,第一期上,6718413340285632409, 白色  爱了
29305,第一期上,6718431854909181614, 男的 不帅  女的真美
29306,第一期上,6718443987960084125,哈哈 东东 你太搞笑啦 害羞
29307,第一期上,6718445243097185565, 王楚然颜值好高
29308,第一期上,6718459706945771374, 表妹啊
29309,第一期上,6718472973218945772, 白色
29310,第一期上,6718505110496019493, 搞对象了也行啊
29311,第一期上,6717782952681872101,爆米花 : 张贵妃果然美丽啊
29312,第一期上,6717784686044133999,爆米花 : 陈宥维加油😊，五阿哥加油😊
29313,第一期上,6717786147880710364, 这个女生好漂亮
29314,第一期上,6717788508851250207,甜的哈哈哈
29315,第一期上,6717790066993242903,爆米花 : 王楚然好漂亮
29316,第一期上,6717791617153475036, 我一个颜狗好喜欢王楚然
29317,第一期上,6717793040108859300,爆米花 : 你俩演归演，别搞对象啊
29318,第一期上,6717794787937946460, 我的天，陈宥维好苏
29319,第一期上,6717796717128350815, 王楚然不是贵妃吗
29320,第一期上,6717796925803363938,挺好看的，般配
29321,第一期上,6717797154796585692, 原剧都太棒了 要演好太难了
29322,第一期上,6717797905589586466, 王楚然好漂亮
29323,第一期上,6717798625252416334,我觉得王楚然有刘亦菲和阚清子两个的优点都结合，漂亮
29324,第一期上,6717803979297981896, 王楚然颜值好高
29325,第一期上,6717810510742975389,会不会爱上对方
29326,第一期上,6717811901695456575,这两个剧都很喜欢，好期待
29327,第一期上,6717813077325312103,王楚然小姐姐不错
29328,第一期上,6717814106292943338, 好可
29329,第一期上,6717779218203658658,晏紫东好搞笑哈哈哈哈哈哈哈哈
29330,第一期上,6717789330649623583, 彩旗还挺可爱的
29331,第一期上,6717791925823896861,爆米花 : 晏紫东好搞笑哈哈哈哈哈哈哈哈
29332,第一期上,6717797320245094734, 王楚然是表妹？
29333,第一期上,6717800963476277282, 😤
29334,第一期上,6717802410292032897,爆米花 : 哈哈哈哈哈哈哈 哈哈哈哈哈哈啊哈哈哈
29335,第一期上,6717803788486509532, 男生的肩宽漂亮
29336,第一期上,6717930475610379796, 顾射，你不爱他了吗？
29337,第一期上,6717918659432952313,陈宥维有种眼前一亮的感觉，眼睛都是戏
29338,第一期上,6717908644601728302, 王楚然一张好脸
29339,第一期上,6717964542987663855,给uv一个流觞一样的刘海吧呜呜呜
29340,第一期上,6717966067042549618, 哈哈哈哈哈哈哈哈哈哈哈
29341,第一期上,6718000402627237953, 王楚然一张好脸
29342,第一期上,6718010166690170679, 王楚然好漂亮
29343,第一期上,6718017609730081437,  拉丝预警
29344,第一期上,6718017948273329501,银幕初吻 拉丝吻😂
29345,第一期上,6718035289488953750, 热搜来了
29346,第一期上,6718042495282299895,笑起来很像湘琴
29347,第一期上,6718075736047159849,爆米花 : 拔丝要来了😂😂😂😂
29348,第一期上,6718132528509077215,我来看拔丝啦哈哈哈哈
29349,第一期上,6718135965421432964, 拔丝吻预警
29350,第一期上,6718136608643811263, 拉线儿给我骗进来的哈哈哈
29351,第一期上,6718140633744342878,这口音一听就是老乡
29352,第一期上,6718146455179297487,还拉丝
29353,第一期上,6718163017952427418,竟然真亲
29354,第一期上,6718398013116003695,王楚然真的是女主像
29355,第一期上,6718410009107436965, 拔丝吻预警
29356,第一期上,6718412089992967846, 彩旗在青丘狐传说里面好像有吻戏
29357,第一期上,6718415275613987541, 拔丝吻
29358,第一期上,6718416523321947788, 拔丝吻预警
29359,第一期上,6718405376959068517,我吃宴紫东的颜
29360,第一期上,6718446371730868773, 啊啊啊啊晏紫东冲啊
29361,第一期上,6718455748307175115, 来看拉丝啦
29362,第一期上,6718458851101275242, 来看拔丝吻
29363,第一期上,6718472281526925594, 哈哈哈哈拉丝吻
29364,第一期上,6718496914116476569, 王楚然论气质长相在新生代里面T0级别的
29365,第一期上,6718507979092720406,别怕兄弟 是小彩旗占你便宜
29366,第一期上,6718512858403424066, 婴宁和小蛮没有吻戏吗？
29367,第一期上,6718524193706807219, 慕名来看拔丝吻
29368,第一期上,6718534581785927114,拔丝吻预警
29369,第一期上,6717789309446403340,爆米花 : 表妹贵妃
29370,第一期上,6717791581656086950, 晏紫东 恶作剧之吻 冲鸭~
29371,第一期上,6717798571132354063,给uv一个流觞一样的刘海吧呜呜呜
29372,第一期上,6717804322102642970,晏紫东自己选的角色后悔也来不及了
29373,第一期上,6717810267822162643,爆米花 : 这个女生好漂亮
29374,第一期上,6717814320345397241,看好戏拥吻
29375,第一期上,6717838172358195000,将军在上表妹的柔中带刚太令人震撼了
29376,第一期上,6717908606903635242,爆米花 : 王楚然超美的
29377,第一期上,6717875677863322845, 这个女生好漂亮
29378,第一期上,6717972158016062528,  喜欢表妹
29379,第一期上,6717972786176306938,爆米花 : 你俩演归演，别搞对象啊
29380,第一期上,6717976392932801896, 演夜华这个叫帅？
29381,第一期上,6717995371021401579,  这个女生好漂亮
29382,第一期上,6717996397037558687, 王楚然演过啥？
29383,第一期上,6718015217991095934, 然后拉丝哈哈哈
29384,第一期上,6718032393141731742,爆米花 :  这个女生好漂亮
29385,第一期上,6718045813039681059,  彩旗你的银幕初吻不该是给了郑元畅了嘛？
29386,第一期上,6718048647143162254,他这个脸型演月华有点......
29387,第一期上,6718052799520899352, 王楚然是将军在上的表妹吗？
29388,第一期上,6718054041935952048, 陈宥维是不是演过双世宠妃
29389,第一期上,6718104104481618452,这个女生好漂亮
29390,第一期上,6718090094780628418, 这个女孩是将军在上的表妹吗
29391,第一期上,6718146394567410236,等会就有名场面，粘液。。。。
29392,第一期上,6718155092358530577, 拔丝吻💋来了！！！！！
29393,第一期上,6718155104881670305, 将军在上 的表妹 是王楚然演的
29394,第一期上,6718156512902455018, 王楚然有点像阚清子，特别是眼睛
29395,第一期上,6718161998053839470,来看拉丝啦
29396,第一期上,6718267339763643953, 将军在上 的表妹 是王楚然演的
29397,第一期上,6718400640865259048, 这夜华没有气场
29398,第一期上,6718414336155989972,好可爱
29399,第一期上,6718418868123445861,确实美  可以演女一
29400,第一期上,6718427126116630593, 王楚然好好看
29401,第一期上,6718462820662579195, 那不是贵妃吗
29402,第一期上,6718460797669356242, [敲黑板]拉丝式接吻来喽
29403,第一期上,6718470049852018589, 看了定妆照，夜华已经输了、
29404,第一期上,6718503059469049402, 古装真是检验颜值的最大标准
29405,第一期上,6718512782779117806, 青丘狐狸好像有吻戏。
29406,第一期上,6718745107731329607,李宏毅怎么不来，宏毅啊，快来吧，我给你上18武器助威
29407,第一期上,6718757211814217517,陈宥维有种眼前一亮的感觉，眼睛都是戏
29408,第一期上,6718789143976492476,  相亲请就位
29409,第一期上,6717783571374290989,然然好漂亮啊，女生也喜欢的那种
29410,第一期上,6717789096237363759,观影团 : 哈哈哈哈
29411,第一期上,6717790698772873951, 拉丝预警
29412,第一期上,6717794405450266313,爆米花 : 王楚然好漂亮
29413,第一期上,6717813873731711973, 我觉得还是不要太照着原版来演
29414,第一期上,6717815373585118479,爆米花 : 彩旗还挺可爱的
29415,第一期上,6717819216017694355, 王楚然我爱了
29416,第一期上,6717831435001197677,都是来学习的 不必带有色眼镜
29417,第一期上,6717875223850886211,  对啊，干嘛说出来，对手演员会很紧张
29418,第一期上,6717986587033499879,爆米花 : ？陈宥维眼睛都是戏？你搞笑呢
29419,第一期上,6717864061376330729, 晏紫东女友粉开始吃醋哈哈哈
29420,第一期上,6717813930888470470, 因为你不会演的比原版有多好
29421,第一期上,6718003483649711524, 彩旗啊，可惜了
29422,第一期上,6718032817856955724, 彩旗演仙剑时搭档是恶做剧之吻真正的江直树
29423,第一期上,6718041836498746139, 拉线儿给我骗进来的哈哈哈
29424,第一期上,6717804288900836841, 对，王楚然是将军在上里的表妹柳惜音
29425,第一期上,6718065810294118973,  男生的肩宽漂亮
29426,第一期上,6718074149861358826, 最后接吻拉丝了！！！！！！
29427,第一期上,6718079867462077248,将军在上表妹的柔中带刚太令人震撼了
29428,第一期上,6718128708043079996, 我来看拔丝啦哈哈哈哈
29429,第一期上,6718134812294018531,  拉丝预警
29430,第一期上,6718140392443156323,直男
29431,第一期上,6718141368034117888, 对啊彩旗就算说出来了也应该告诉对方不要介意，不然怎么演啊
29432,第一期上,6718178811046279564, 然后拉丝哈哈哈
29433,第一期上,6718411802268904056, 竟然真亲
29434,第一期上,6718423006307352872, 我是来看拉丝的
29435,第一期上,6718431286747739699, 初吻就拉丝了
29436,第一期上,6718444770928564132,哈哈 有吻戏 没想到的剧本
29437,第一期上,6718455754102682494, 哈哈哈哈哈哈哈哈哈哈哈
29438,第一期上,6718460315059810466,特意前来看拉丝！！！
29439,第一期上,6718462940460555371,  拔丝吻
29440,第一期上,6718473650150295123, 拔丝，哈哈哈
29441,第一期上,6718501482947612979, 给了她一个阴影版的荧幕初吻
29442,第一期上,6718738146215316850, 拔丝要来了😂😂😂😂
29443,第一期上,6717782009830373732,观影团 : 我喜欢美女帅哥！
29444,第一期上,6717786820182527323,观影团 : 期待
29445,第一期上,6717788843219809458,爆米花 : 陈宥维你很棒
29446,第一期上,6717789886742018763,王楚然超美的
29447,第一期上,6717791313929108400, 你俩演归演，别搞对象啊
29448,第一期上,6717797057320917971,这组没默契
29449,第一期上,6717801402158222344, 期待啊
29450,第一期上,6717815566380855914, 这个夜华好幼稚 像偷穿大人衣服的孩子 没有沉淀气质
29451,第一期上,6717942790782205233,爆米花 : 张贵妃果然美丽啊
29452,第一期上,6717926945507971753,王楚然挺漂亮的
29453,第一期上,6717954717482776205, 好美哇王楚然
29454,第一期上,6717908577086016797, 颜值不错！！！！女孩有女主脸
29455,第一期上,6717908591333011581, 王楚然好好看
29456,第一期上,6717971061411355008,唉，上岁数了，怎么这么看不上这帮小年轻呢
29457,第一期上,6717872718487238576, 张贵妃果然美丽啊
29458,第一期上,6717975909505710473, 王楚然挺漂亮的
29459,第一期上,6717816584825971397, 将军在上 的表妹 是王楚然演的
29460,第一期上,6717985447278216225,这演完都可以带回家见父母了
29461,第一期上,6718002057870245389, 旺楚然挺好看的
29462,第一期上,6718010154434407520, 女生真的很漂亮唉
29463,第一期上,6718028830008163916,  这个女生好漂亮
29464,第一期上,6718043201422739844,  好美哇王楚然
29465,第一期上,6718135134160354248, 爆米花 : 你俩演归演，别搞对象啊
29466,第一期上,6718140270208601888, 王楚然是张贵妃，我说怎么这么眼熟
29467,第一期上,6718145460100938106, 啧啧啧
29468,第一期上,6718407969618772262,陈宥维别乱用脸！
29469,第一期上,6718411548639349015, 陈宥维你很棒
29470,第一期上,6718427005530082052, 女生真的很漂亮唉
29471,第一期上,6718425693824730954, 这夜华没有气场
29472,第一期上,6718444237240170175,晏紫东饰演过识汝不识丁顾射 
29473,第一期上,6718444328227190974,晏紫东饰演通灵妃男主夜幽冥王爷 
